# Table 2: Raw sequencing reads of all expressed small non-coding RNA species by tissue type. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Name:,Chromosomal Position,,,,BREAST,,,,,CNS,,,,,,COLON,,,,,,,LEUKEMIA,,,,,,MELANOMA,,,,,,,,,NSCLC,,,,,,,,,OVARIAN,,,,,,,PROSTATE,,RENAL,,,,,,,
mature,structure,chromosome,start,stop,BT-549,HS-578T,MCF-7,MDA-MB-231,T-47D,SF-539,SF-295,SF-268,U251,SNB-75,SNB-19,COLO 205,HCT-15,HCC2998,HCT-116,HT-29,KM12,SW-620,CCRF-CEM,HL-60(TB),K-562,MOLT-4,RPMI 8226,SR,MALME-3M,LOX-IMVI,M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SK-MEL-2,UACC-257,UACC-62,A549,EKVX,HOP 92,HOP 62,NCI-H23,NCI-H322M,NCI-H226,NCI-H460,NCI-H522,IGR-OV1,NCI/ADR-RES,OVCAR-3,OVCAR-8,OVCAR-4,OVCAR-5,SK-OV-3,DU-145,PC-3,A498,CAKI-1,786-0,ACHN,RXF393,SN12C,TK-10,UO-31
hsa_piR_016132,piRNA,chr10,81146059,81146085,6,0,9,6,37,7,1,1,13,6,10,29,34,21,18,1,1,39,5,21,13,34,15,41,0,1,1,5,12,3,10,0,3,6,5,7,14,4,9,16,5,5,5,11,5,3,3,7,1,23,1,12,3,3,4,3,10,6,0
hsa_piR_016134,piRNA,chr11,45680080,45680108,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,0,0,0,2,0,1,0,0,0,3,0,0,2
hsa_piR_016136,piRNA,chr19,16011094,16011123,0,0,2,1,0,0,0,0,1,0,2,0,2,1,0,1,0,1,0,2,1,2,2,1,0,1,0,2,0,0,1,0,0,2,0,2,1,0,1,3,0,1,1,1,1,1,2,0,1,1,0,0,0,1,0,1,0,1,0
hsa_piR_016137,piRNA,chr7,155956199,155956227,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,2,0,2,0,1,2,0,1,0,0,0,3,1,1,9,1
hsa_piR_016138,piRNA,chr13,96397429,96397454,0,1,1,0,0,0,0,0,1,0,1,3,1,1,1,0,0,1,1,1,0,4,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,0,2,2,1,0,2,0,2,0,2,0,0,0,0,2,0,1,3,0
hsa_piR_016139,piRNA,chr11,45694144,45694174,1,0,2,2,3,1,0,0,3,2,3,3,1,5,0,2,3,8,1,0,4,0,0,0,0,4,2,2,0,0,0,0,2,2,1,1,5,0,4,0,1,3,5,2,4,0,2,7,3,1,0,2,5,3,4,0,9,6,1
hsa_piR_016140,piRNA,chr13,30838116,30838145,4,1,0,1,0,0,1,3,2,0,2,2,0,1,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,4,1,0,1,1,0,0,1,0,0,0,4,0,1,0,2,0,0,0,2,0
hsa_piR_016141,piRNA,chr15,21440299,21440326,1,0,2,2,1,2,0,0,0,1,4,0,2,1,0,1,1,2,1,0,3,1,1,2,0,2,0,0,0,0,0,0,1,3,0,1,0,2,2,3,0,1,0,1,2,0,2,1,1,3,2,0,0,1,3,0,1,4,4
hsa_piR_016142,piRNA,chr7,107907320,107907345,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
hsa_piR_016143,piRNA,chr6,33986126,33986155,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa_piR_016144,piRNA,Multiple,Multiple,Multiple,2,0,3,0,1,0,2,0,3,1,7,1,1,1,3,2,3,3,1,1,2,2,1,1,0,4,1,3,0,0,3,0,3,1,4,0,0,4,4,5,0,0,4,4,0,0,1,1,1,3,3,0,0,1,0,5,2,6,0
hsa_piR_016145,piRNA,chr14,70262278,70262306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa_piR_016147,piRNA,chr21,39893618,39893646,3,0,8,1,1,2,0,1,1,2,4,3,5,4,3,1,1,3,0,3,2,1,2,1,0,4,0,2,0,0,0,0,3,4,3,3,3,1,12,1,0,2,0,2,1,0,2,2,0,8,0,1,0,1,3,1,2,1,1
hsa_piR_016148,piRNA,chr16,67917444,67917470,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
hsa_piR_016149,piRNA,chr12,3451931,3451961,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
hsa_piR_016150,piRNA,chr1,37586515,37586540,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
hsa_piR_016151,piRNA,chr17,30131785,30131814,0,1,4,2,1,0,0,0,0,0,4,0,0,1,2,11,0,0,0,0,1,0,1,0,0,1,0,1,1,1,2,0,0,3,1,2,0,3,5,1,1,0,1,3,0,1,1,9,0,2,8,3,0,1,1,0,2,3,0
hsa_piR_016152,piRNA,Multiple,Multiple,Multiple,0,0,1,0,2,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0,2,0
hsa_piR_016153,piRNA,chr4,3269077,3269106,0,0,0,1,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
hsa_piR_016154,piRNA,chr16,71616674,71616700,1,0,2,1,0,0,0,0,1,2,2,1,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,1,0,0,2,2,4,3,1,1,2,1,0,2,0,0,0,2,2,2,0,1,0,3,1,3,1
hsa_piR_016155,piRNA,chr10,103859226,103859251,0,1,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0
hsa_piR_016156,piRNA,chr8,22935010,22935037,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,1,2,3,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,1,4,1
hsa_piR_016157,piRNA,chr12,3244543,3244572,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
hsa_piR_016158,piRNA,chr13,23424040,23424065,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
hsa_piR_016159,piRNA,Multiple,Multiple,Multiple,0,1,0,1,8,1,1,0,1,2,5,2,3,4,5,4,1,6,6,1,2,1,2,1,0,3,2,2,0,3,3,0,4,4,0,1,4,2,6,2,1,2,3,2,2,1,3,1,1,4,1,2,1,2,2,0,1,6,1
hsa_piR_016160,piRNA,chr4,11856394,11856422,0,1,3,1,1,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
hsa_piR_016161,piRNA,chr9,114906893,114906924,2,1,8,0,1,0,0,0,3,2,2,1,1,0,0,4,0,4,2,0,0,1,2,0,0,1,1,2,1,0,1,0,3,1,2,0,1,3,1,2,1,8,1,2,3,0,6,5,0,1,6,4,0,2,0,1,2,2,0
hsa_piR_016162,piRNA,chr17,41017213,41017239,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
hsa_piR_016163,piRNA,Multiple,Multiple,Multiple,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0,1,3,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa_piR_016164,piRNA,chr4,101384239,101384268,0,1,1,0,0,4,1,1,0,0,2,1,2,3,1,2,2,5,1,2,0,0,1,1,0,0,8,0,6,1,0,0,1,3,0,2,2,4,2,4,0,0,0,0,0,2,1,0,0,1,0,1,1,0,2,1,1,6,0
hsa_piR_016165,piRNA,chr15,90919402,90919430,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa_piR_016166,piRNA,chr12,119643870,119643895,9,2,5,5,0,1,0,1,3,0,2,2,2,5,1,6,5,1,5,5,29,13,1,1,0,3,8,23,3,5,1,0,8,5,0,1,1,6,4,5,2,4,8,6,3,0,2,3,2,3,2,3,3,8,7,3,1,0,0
hsa_piR_016168,piRNA,chr9,37769465,37769491,3,2,3,0,4,0,0,0,1,1,0,0,0,1,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,1,2,1
hsa_piR_016169,piRNA,chr13,20907587,20907612,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,2,0,0,0,4,0,1,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1
hsa_piR_016170,piRNA,chr2,105574090,105574116,1,1,3,0,2,1,0,0,0,1,3,0,0,1,1,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,2,6,4,0,0,2,1,0,1,1,0,1,0,0,1,3,2,1,0,1,3,1
hsa_piR_016171,piRNA,Multiple,Multiple,Multiple,1,0,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,2,1,2,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
hsa_piR_016172,piRNA,chr22,36083873,36083900,0,0,3,1,1,0,1,0,1,1,1,0,0,1,1,3,1,0,0,1,1,2,0,1,0,2,0,0,0,1,0,0,2,1,0,0,1,0,4,0,1,1,1,0,0,0,0,5,0,0,2,0,1,1,1,0,0,2,0
hsa_piR_016173,piRNA,chr17,34162980,34163006,3,0,2,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,1,0,0,0,0,2,2,0
hsa_piR_016175,piRNA,chr11,118678022,118678052,0,0,0,2,1,1,0,2,2,1,0,1,0,1,1,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,5,1,0,0,1,0,1,0,2,2,1,0,1,1,1,1,1,0,2,2,0
hsa_piR_016177,piRNA,chr11,57316506,57316534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
hsa_piR_016178,piRNA,chr11,45677875,45677905,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa_piR_016179,piRNA,chr11,76605334,76605360,5,3,5,2,5,1,0,1,4,3,4,2,3,3,1,5,1,8,4,3,5,3,5,0,0,4,0,2,0,1,0,0,4,3,1,3,3,1,5,4,2,0,2,6,1,3,2,2,2,3,2,2,2,5,3,1,5,5,1
hsa_piR_016180,piRNA,chr1,225935943,225935971,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0
hsa_piR_016181,piRNA,chr22,43768095,43768121,1,0,2,2,3,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
hsa_piR_016182,piRNA,chr1,20077260,20077288,9,0,2,2,3,0,1,0,6,2,0,1,4,0,0,4,2,3,5,15,10,8,7,7,0,0,1,1,1,0,1,0,3,2,0,2,0,0,1,1,2,2,0,1,1,0,3,2,0,1,0,2,0,2,0,0,4,13,2
hsa_piR_016184,piRNA,chr14,87682311,87682340,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa_piR_016185,piRNA,chr10,54171767,54171793,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
hsa_piR_016186,piRNA,Multiple,Multiple,Multiple,0,0,1,1,1,0,0,0,2,1,1,0,1,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
hsa_piR_016187,piRNA,chr15,90952946,90952975,2,0,1,1,0,0,0,1,1,1,1,1,0,3,0,2,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2,1,0,0,1,1,1,1,1,1,4,0,3,2,1,0,0,0,0,1,5,0
hsa_piR_016188,piRNA,chr19,33799331,33799356,4,1,4,2,1,0,1,0,3,3,3,0,1,0,4,1,1,3,0,0,1,0,2,1,0,5,0,1,0,0,1,0,4,1,1,3,4,2,5,2,1,5,1,1,1,1,0,0,0,5,2,1,4,5,1,0,5,4,4
hsa_piR_016189,piRNA,chr16,15737191,15737221,4,1,2,1,2,0,0,2,0,2,1,0,1,0,0,1,3,1,2,1,2,2,1,0,0,6,1,1,1,0,0,0,0,0,0,0,3,0,2,2,0,6,4,2,2,0,4,1,4,2,0,2,1,3,7,1,2,9,0
hsa_piR_016190,piRNA,Multiple,Multiple,Multiple,4,1,8,6,0,1,2,0,7,3,3,0,1,3,1,5,3,6,0,0,2,4,0,2,0,1,6,5,0,3,9,0,6,4,5,1,6,5,11,2,5,4,2,4,0,2,3,8,0,3,2,5,2,1,2,3,1,1,3
hsa_piR_016191,piRNA,chr11,45676955,45676983,1,0,2,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,1,1,1,1,1,0,1,2,0,0,0,0,1,0
hsa_piR_016192,piRNA,chr19,12047253,12047278,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0
hsa_piR_016193,piRNA,chr14,68018672,68018699,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
hsa_piR_016194,piRNA,chr17,33813400,33813429,2,1,0,0,0,0,0,0,2,0,9,0,2,2,0,2,1,3,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,1,0,0,0,3,0,1,1,0,2,0,3,2,0
hsa_piR_016195,piRNA,chr6,33984806,33984835,1,1,1,0,0,0,2,0,2,0,2,0,2,2,1,2,2,2,0,0,1,3,2,0,0,0,0,2,1,1,0,0,0,2,0,1,2,0,2,2,0,1,2,3,0,1,1,0,0,0,0,2,0,3,0,0,1,2,1
hsa_piR_016196,piRNA,chr12,115780747,115780772,4,3,12,3,1,4,1,2,5,3,4,0,1,8,2,3,7,9,2,3,6,5,3,3,0,3,1,3,0,1,0,0,8,1,1,6,4,6,5,5,1,2,4,3,4,3,0,4,0,13,2,2,0,4,2,3,1,7,3
hsa_piR_016197,piRNA,chr3,128124257,128124284,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,2,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa_piR_016198,piRNA,Multiple,Multiple,Multiple,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
hsa_piR_016199,piRNA,chr14,87698782,87698813,1,0,1,0,0,0,0,0,1,1,0,0,0,4,1,0,2,1,1,2,1,3,4,1,0,0,3,2,0,0,0,0,2,4,0,1,3,0,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,2,0,6,1
hsa_piR_016200,piRNA,chr15,91766492,91766518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
hsa_piR_016201,piRNA,chr9,133288595,133288621,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2
hsa_piR_016202,piRNA,chr15,20465297,20465324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,1,0
hsa_piR_016203,piRNA,chr7,55500523,55500549,0,1,1,1,0,0,0,0,0,3,0,0,1,3,0,1,1,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,2,1,0,1,0,0,1,0,1,1,0,1,1,0,0,2,1,0,2,10,0
hsa_piR_016204,piRNA,chr1,3179058,3179087,1,2,4,5,1,0,0,0,1,1,4,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,3,1,1,2,0,3,8,2,1,1,0,7,0,1,2,0,0,2,0,1,0,1,2,0,2,4,5
hsa_piR_016206,piRNA,chr2,231949137,231949167,4,0,1,6,1,0,1,2,0,2,14,3,16,17,7,3,2,16,0,3,0,2,0,3,0,3,1,4,0,0,1,0,2,3,7,16,20,4,5,5,0,4,4,8,2,4,1,6,0,17,7,2,3,3,6,0,16,19,1
hsa_piR_016207,piRNA,chr19,51662408,51662436,1,0,1,0,0,0,0,1,2,2,1,2,0,1,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,2,1,0,0,0,1,2,0
hsa_piR_016209,piRNA,chr9,138455017,138455047,2,1,1,0,0,4,0,1,0,0,1,0,0,2,2,1,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
hsa_piR_016210,piRNA,chr14,87679164,87679193,25,7,20,33,10,18,40,32,9,5,19,39,4,42,11,33,40,31,40,20,57,61,36,12,0,43,20,18,26,52,152,0,9,32,9,24,20,24,16,26,25,16,31,42,45,62,15,34,22,9,55,18,30,12,19,56,26,26,14
hsa_piR_016211,piRNA,chr17,4015036,4015063,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa_piR_016212,piRNA,chr10,79203719,79203748,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3,1
hsa_piR_016213,piRNA,chr7,157104209,157104234,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,1,0,0,0,1,1
hsa_piR_016214,piRNA,chr7,158064084,158064110,1,0,1,1,1,0,0,0,0,1,1,1,0,0,2,3,3,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,3,0,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,1,0
hsa_piR_016216,piRNA,Multiple,Multiple,Multiple,0,0,1,0,1,1,4,0,2,1,1,1,6,2,0,0,1,1,4,2,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,3,0,5,1,0,0,1,2,0,0,3,0,0,3,0,0,0,3,1,1,1,2,1
hsa_piR_016217,piRNA,chr15,98150102,98150130,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
hsa_piR_016218,piRNA,chr7,87343442,87343467,1,0,0,1,0,1,0,0,0,1,2,1,0,0,1,1,0,1,0,0,5,3,1,1,0,0,1,4,2,2,1,0,0,0,0,0,1,0,2,0,2,3,2,0,1,0,2,1,3,2,0,0,0,0,1,2,2,2,0
hsa_piR_016219,piRNA,chr15,90940726,90940755,0,0,1,0,1,0,1,0,2,0,1,1,1,1,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
hsa_piR_016220,piRNA,chr15,49371220,49371249,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0
hsa_piR_016221,piRNA,chr13,19097832,19097858,3,1,4,2,4,0,2,0,8,2,2,3,3,3,3,0,1,10,3,0,1,4,0,2,0,1,1,7,1,1,1,0,3,5,3,1,1,3,10,4,1,13,2,4,3,0,2,2,0,4,1,1,2,9,1,0,2,5,2
hsa_piR_016222,piRNA,chr15,65220666,65220691,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0
hsa_piR_016223,piRNA,Multiple,Multiple,Multiple,0,0,0,2,3,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0
hsa_piR_016224,piRNA,chr19,52197657,52197685,0,0,0,1,0,0,2,0,1,1,0,2,2,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,2,4,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,2,0
hsa_piR_016225,piRNA,Multiple,Multiple,Multiple,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1
hsa_piR_016226,piRNA,chr16,29069957,29069982,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0
hsa_piR_016228,piRNA,chr4,109732871,109732896,0,0,1,1,0,0,0,0,1,1,3,0,2,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
hsa_piR_016229,piRNA,chr9,81671588,81671617,0,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3
hsa_piR_016231,piRNA,chr6,33970437,33970467,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,2,2,0,2,0,0,1,0,0,0,3,1,0,0,0,0,0,2,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
hsa_piR_016232,piRNA,chr9,99887985,99888014,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
hsa_piR_016233,piRNA,chr4,9741718,9741747,3,1,3,4,5,1,1,2,0,0,7,3,1,2,1,5,1,6,9,3,3,2,3,2,0,1,3,5,2,1,1,0,2,3,1,5,0,4,9,2,0,2,6,0,4,0,2,0,1,3,2,5,2,4,1,3,4,7,1
hsa_piR_016234,piRNA,chr6,158975429,158975455,0,0,2,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
